pose,left_elbow,right_elbow,left_shoulder,right_shoulder,left_knee,right_knee,left_hip,right_hip,left_ankle,right_ankle,left_wrist,right_wrist,spine_angle,nose_x,nose_y
downdog,171.41523214376033,169.8074937125017,163.02156467796166,160.7465201224807,175.70746617097473,175.4733333512448,58.449616809923455,57.36877063936296,116.90594217853896,115.62838947383375,142.77250577860002,122.29816610012516,115.85175801780461,0.5554562211036682,0.7446485757827759
downdog,166.66885325063922,163.17846428938978,179.6305040280419,178.51057507721228,173.96956862104477,172.53436065745814,54.97438388364047,52.9648999888883,111.38362528669683,109.75049307055941,153.29903583439994,153.93099452494593,116.49425022215883,0.49884992837905884,0.8072088956832886
downdog,163.28446703115006,164.41928267773469,165.63346021222497,166.81171523636596,176.4114868447703,1.5240334464517253,77.48966196487208,42.65640395687298,136.3196865130915,108.55416935346719,144.62641543050802,146.9695107181117,133.04331753215183,0.4774542450904846,0.6999303698539734
downdog,166.58068139429554,174.71576329549012,170.60265003175587,164.5380937298755,179.73528325976773,179.85932236759712,51.121357766403946,51.79168057414589,128.77234260081414,131.0277878041709,129.15241145136505,123.44971276488776,145.4429928106851,0.5306451320648193,0.7326556444168091
downdog,179.7783316032519,171.98504605795026,162.49620234535513,157.2539561896099,174.7501631856575,176.450017446824,65.69188850389915,59.680660393596256,118.65775059297715,114.7369803920472,167.04975815449814,136.52831394062167,77.2458152359253,0.6147449016571045,0.5815643668174744
downdog,166.86982452879258,164.81278243107894,137.34588764812418,136.15108822865378,178.67554597939267,178.6804364079898,86.24936779548229,84.80697063883679,86.99068094767631,91.59788236028442,121.49173996391721,124.11345666566163,69.37193975725232,0.31024307012557983,0.5278360843658447
downdog,165.42712942376434,168.88728940715268,155.3510505644896,155.85439872831697,174.11431128199982,176.4810632349868,67.77106157471323,66.90759833880047,101.26447212955185,117.13110126408918,121.05052585862069,122.07862963839466,33.878201027854516,0.3511393964290619,0.5965387225151062
downdog,160.17253822098164,157.01606779662083,176.88241652482827,173.4115054667001,174.03413657793695,174.63816419471655,58.77988619408044,57.35850406244966,122.68804186456927,115.00398851717284,159.42960194648313,154.87540313241306,125.03261680659537,0.5740949511528015,0.6562867164611816
downdog,179.24968214524878,177.12158959298,178.66083866588352,179.42589589535373,179.1625857710281,178.09006788891702,49.813008402243085,48.8618066178757,108.44868760056224,108.58038319006519,133.8786458776104,152.33259912840168,5.4851581067666695,0.3842659294605255,0.5589603781700134
downdog,163.11985345485812,162.94036158008225,161.67861191983928,161.8038599978252,179.68766580095556,178.69706587431259,58.60368482318478,56.757119093134165,101.07760684852994,103.58533976951705,166.33513523640124,158.6899446047623,128.27832305686692,0.510662853717804,0.5844339728355408
downdog,164.3508296293974,157.99532547163045,173.46734283932204,173.92893613652382,176.7881169208189,179.89964042689144,44.705790357084375,46.201738663545896,116.19150888367537,121.85340752420154,139.60093223396788,164.55452944139222,117.16923871211972,0.44828537106513977,0.666443407535553
downdog,161.34056422202312,158.08132846687988,168.3219403991008,167.0559477942874,164.89705131586553,166.57952482660824,48.025284498598886,47.984368122357765,120.72508071845031,120.1174602232367,153.71289936479693,149.27041660557813,121.79232801709566,0.34697556495666504,0.6194763779640198
downdog,171.62661356070046,173.15632016914662,177.47822013347522,178.84649450367866,179.3723925882916,178.67595089987242,62.608759918947605,62.09795902879934,100.63623420164174,107.86596380563148,129.0320801497119,149.56510871184457,44.01999783396039,0.40021851658821106,0.7239894866943359
downdog,160.28330001062832,157.1316333190745,179.47148242492244,178.6371122041394,176.09447877422346,176.212144057906,54.89906707697078,56.12811136639563,123.96998550489698,114.27757620166517,159.6518973907841,168.28328844781848,113.4880450598913,0.4328513443470001,0.5777128338813782
downdog,161.84983964450572,163.64052761922085,176.34565269715367,176.8510086105823,178.99258990015053,179.45663449845298,59.680813690753254,60.15655024755011,107.53923477350557,110.2118566001079,137.96869152296316,142.68785526128897,41.517236762682295,0.4030512869358063,0.7182130813598633
downdog,164.26143521795007,168.38595864084215,156.51906978711293,158.04400669649664,174.18544117717482,171.98195194449775,51.46408311329921,48.89372297558969,99.93210751058876,104.01695983294667,163.39315620129196,153.7274398958009,2.6434415074731548,0.4772603511810303,0.6569653153419495
downdog,178.4711779701671,176.21103719564397,169.42285021972813,171.53225658072483,116.99859010409503,175.23598672406357,22.16185469059522,18.044171694987114,119.94945232527631,175.404410114189,162.32343880145885,141.3857468227609,70.56111145087533,0.47049370408058167,0.5290233492851257
downdog,154.2514834604575,154.4325522287937,175.56744926433208,178.01185832425202,179.70707558082196,177.7894326470926,66.66449428235771,66.21362709069898,102.16289282262039,103.78697125619249,136.1747348666881,153.33899331494158,12.425187945736672,0.3117982745170593,0.6815901398658752
downdog,172.93361427204408,163.54191439089462,170.97233502269216,178.356571424105,179.8969986786812,179.09759848560122,71.31871564562046,70.73401298667031,113.55590763140542,104.07275800155959,170.9417452428534,155.47495420276468,117.16632323589724,0.591558575630188,0.65972900390625
downdog,170.77325825244054,174.50354472001595,168.5373092521672,170.20504643722686,179.68291963387716,178.34710702786725,55.268515028754564,54.54553438822679,118.25467801572492,122.35727027979044,105.26378626689672,93.63116723280865,0.8021951793972376,0.4720788896083832,0.6276290416717529
downdog,160.53211612199974,164.6012555278109,170.39781667814214,167.01328081195885,157.73769350715213,173.71959684922436,26.88331043182642,54.47599163357467,168.6815838978952,112.56932532108401,154.0580854584513,152.14916106657165,47.67691515305218,0.27712905406951904,0.7187379598617554
downdog,165.8775049643771,171.81149256615404,178.44360532885403,172.42358952782087,178.01151665616982,179.80032018005903,51.14870000162012,52.07587743261486,122.08403725339667,119.73099233608463,139.4353001772653,142.43987145793187,48.765045664724866,0.5434091091156006,0.6335743069648743
downdog,161.61284691357343,160.2156826674218,177.13918055056018,177.3837473301066,179.757003815888,178.2238333825828,38.80690790808224,36.71291629723085,126.46366488025195,125.26198359793688,137.68846621297612,142.97836849231948,143.82600403057734,0.46303093433380127,0.6862035393714905
downdog,165.2215287752407,161.82531119461905,173.2865012188195,171.59285276134264,171.78885951238823,172.4914583805817,57.84279273403996,55.19218144788477,123.62976450042767,115.81882566125262,152.20769394609246,149.33648973214756,113.76406236126428,0.5539456605911255,0.6843847632408142
downdog,176.54829490236543,167.43053990083394,149.40735701725296,23.217153095748177,174.69826789028133,176.09487721385622,85.35280053972215,81.35554374491213,130.21991336479041,134.26026943497226,153.4435439376877,176.34018700333405,15.992563767096232,0.7329851388931274,0.6493226289749146
downdog,165.1823075240942,172.02535391371012,172.00236090490014,168.26717877688725,173.55331284968617,176.71995565432871,41.497243402626445,41.97175511413971,127.7119028272516,125.21112473814495,146.326079383329,154.0788556397401,69.4818530951098,0.44231247901916504,0.7013955116271973
downdog,178.49222265608432,158.16122150272662,179.63728564833576,171.77007204189817,177.49413101805288,176.58147169748514,65.6904904969783,64.35892783163881,118.59967001188022,106.42234113597362,144.19755780953145,157.56835015405656,63.38542036351408,0.35632526874542236,0.7283956408500671
downdog,166.54268022448898,171.9532327447056,167.4914519344426,168.3430306837129,174.9375867147378,176.34717332392265,51.764762751708886,51.68374806746051,116.94260944203539,113.46559526671165,162.75809742805055,129.52767757953157,148.1342794978161,0.57797771692276,0.6113565564155579
downdog,135.6690325751281,138.4230280820789,119.94092451488581,135.54867734656509,154.92554481269292,157.04397048850342,44.31899193515074,48.58287168377681,107.09428500081194,109.52303930537131,154.70614636972397,149.45927056819843,179.71522198293448,0.5332393646240234,0.6634047031402588
downdog,160.4721264169717,169.21303368905996,176.44125187812932,172.530311562727,171.79610944494647,176.15846707828297,61.58804185471131,59.92379476855699,100.09923843685209,114.20827936808666,150.92366478912618,160.26983777603053,26.16909859191565,0.4068796932697296,0.7149108052253723
downdog,161.08688091991155,160.0491904718949,175.7437722817615,176.65310408047756,178.68461339660334,179.3277693665475,50.553778246484825,50.08777275520882,116.96244351992527,122.00020513896115,122.57172424556539,155.54297617992887,22.24965864126791,0.41777151823043823,0.7099605798721313
downdog,152.45717445907954,161.50069944374172,170.76405871543702,165.80302903947003,177.73631595443408,175.55062370974852,61.37582249826327,58.799097838340884,113.98361129447844,109.27641960299687,147.79846866569738,157.9115131747242,39.82848672745632,0.38943248987197876,0.7385427355766296
downdog,172.63520217409962,169.82730927519822,174.01275243708253,177.97026735793455,168.16494218132362,167.3731524893813,50.3261909719039,52.74028362954238,130.76206964821773,134.77842761542098,114.84099474893543,145.66153431173416,37.552570640791515,0.3399125039577484,0.647067129611969
downdog,166.0865836946054,171.2701757839673,173.9344370798253,171.2404771032547,175.69747563327317,178.09407872766985,45.405853871667496,43.89604129664549,126.3916095652509,119.19348848450538,154.35469380933043,145.67047608155195,109.86495671583748,0.48569440841674805,0.7638623118400574
downdog,176.30225493304005,176.386793941258,174.69341646344017,175.72275688681236,175.25892536910408,176.20201312675636,28.953744039152504,29.130386045875486,149.76213595110204,149.6883576961868,140.75862446192306,135.13592830041762,37.44439088176557,0.5387852191925049,0.6183385252952576
downdog,170.19350848612837,167.5793205355274,175.1286888875217,176.98162076743947,179.1977299660545,179.60117065882358,44.303824322004154,47.266069224582374,111.83727644929493,118.97933826852775,127.28354568375404,149.0377392019175,76.92290195357172,0.6943979263305664,0.7715383768081665
downdog,176.51657441098197,175.2721490148529,166.763553551773,162.89963853029758,163.1070992975639,160.87607441967307,61.97993170272045,58.92120010551079,129.98972399370453,129.2319712998403,118.28592841830988,139.1778047352905,144.6758899283599,0.5357068181037903,0.6855578422546387
downdog,158.6735559398657,160.1207414158416,155.27555613562072,161.98879869996816,84.01668370921043,88.78157977790025,48.95784080277976,50.768565326279955,118.01656651427786,116.68117918973708,179.8242475551229,168.474602427035,103.02601219360344,0.6426959037780762,0.7044777274131775
downdog,167.94988440435438,169.8274012256991,160.84366291915714,168.93731881971047,172.34631791112,173.5552243493797,59.10543672765939,54.10782216207035,112.6208069212075,115.18306762675826,140.65266340810018,159.70568313648693,7.299974344349009,0.4761267304420471,0.5287755727767944
downdog,169.94409377436122,162.244533982712,160.8568897141326,159.0961761883813,176.35781639951057,176.58853063955408,67.00631732662026,66.42734550991955,108.77551662475052,111.51180535754384,130.70714280815457,139.76512688543744,120.94912905671524,0.46608346700668335,0.7114459872245789
downdog,169.4148859928047,169.5504351863584,179.60635880923198,174.81084990102818,175.33813778207218,168.5284252480632,52.25447362492866,54.71462057332238,132.48438124779182,100.68692189242175,150.30514552202573,145.23661987237614,174.99478740184134,0.4840448498725891,0.7279928922653198
downdog,167.56717865560657,10.198525013537939,155.2702183814674,28.980730891283628,172.50993553800708,179.15333107701156,63.285459884840556,56.329208688814965,129.6742606661582,129.65306022651015,135.22245654292226,158.66219044240466,67.06806129354412,0.43767058849334717,0.5872158408164978
downdog,168.393336538209,179.12939024241882,1.0319515894870368,11.898785714414885,176.57400433698922,177.64634145823362,145.73556633220016,158.1647369725535,173.6908999029741,175.2656865432457,142.9889872320656,171.51967445318226,91.36046675946007,0.5341793894767761,0.14507028460502625
downdog,164.28497456219372,159.68307496484695,169.10607046554168,176.10696654378748,178.94627641103952,177.92517863112027,62.35342544590186,60.71186253907828,121.46792639892381,123.92743080320024,167.68131901456712,172.51633413655492,81.49839339136294,0.3196554481983185,0.5948447585105896
downdog,167.4600683163581,170.2849293640369,178.80724471065648,176.0182737218039,179.28211364015334,178.97437565070396,58.028721999833046,56.91141457886046,108.55940051974244,118.71061752894553,142.240125623244,146.76772178792385,3.628975604638447,0.46267908811569214,0.6931619644165039
downdog,176.04193492584918,172.8060688854845,169.50411648281556,170.03790243362184,173.64006971468584,178.66056155910059,67.28665103747672,61.954133938137375,119.57038739544556,106.04683945581387,162.80549409583415,139.66276860912274,87.11921104370322,0.6161640882492065,0.6281737685203552
downdog,162.87110078648658,154.0371893397196,172.6589171975355,175.44419377168114,167.19444229413804,173.52307177279087,49.81602113705329,47.53612543238053,118.2082961812916,119.93296627847506,166.98014639163523,140.24228284535084,112.55468725438624,0.6243807077407837,0.7384434938430786
downdog,179.2083489711115,168.83404688839798,154.8732302326425,151.17163964829595,178.69856226468377,175.92385108171953,60.6602431544051,72.54735685411745,126.6643004003327,132.67076123222645,121.97717356149354,173.94160055684307,105.01792815163344,0.4190451502799988,0.5918227434158325
downdog,171.31967894839514,174.0841739062235,173.29587341587552,171.17788065244898,177.09479222063695,179.8374898207466,39.9231451946864,39.07936785442141,141.32817461131822,116.67516210687519,142.0325163331907,130.2160421860011,152.9906938269596,0.5337334871292114,0.6858100295066833
downdog,163.20160866299088,167.32632030142474,178.5899788481685,173.23911062790458,173.28362447085823,172.76235255915873,101.43243980939246,98.21383011384538,68.22325582349909,66.4119590913112,171.8060749443119,167.15212593933416,71.60257197704607,0.5784462690353394,0.5836764574050903
downdog,170.9249175485028,172.60116777301988,174.86307936388803,175.30500409813592,174.97021471408243,173.04823606498,61.07392507848998,62.79148124192718,119.37319858901586,120.61650997968721,142.94340972387525,154.36864533213043,24.235262822052675,0.4252479374408722,0.6973612904548645
downdog,171.90479753804388,165.84941033435294,174.40880179076927,177.10634187052077,177.12653653225948,179.3777946121839,39.27955959368265,36.706635669256585,129.1205294778791,122.1303155722734,151.27018472672395,145.848371718361,147.26659766187706,0.6471893191337585,0.4366573691368103
downdog,167.4600683163581,170.2849293640369,178.80724471065648,176.0182737218039,179.28211364015334,178.97437565070396,58.028721999833046,56.91141457886046,108.55940051974244,118.71061752894553,142.240125623244,146.76772178792385,3.628975604638447,0.46267908811569214,0.6931619644165039
downdog,163.932065216193,157.44270542289954,169.00001635193843,164.64344568948428,176.50029091274567,174.00325649222336,67.27104259511243,67.47618731620283,106.69831357800366,110.27407774890628,151.54476723809202,148.68722482464878,143.23973252844164,0.5354405641555786,0.5713585615158081
downdog,154.7858241357345,147.5166451836252,111.21173424062204,125.63548023472413,142.03954113598493,151.7006942994062,64.04831087480754,67.41178481443053,130.74890183467377,131.90631165029802,137.24504582566206,141.77493899763348,87.81663794364277,0.6078149676322937,0.6625685095787048
downdog,171.88026569224343,179.68107454664755,154.51497829868856,148.24834842029347,177.52876622680773,172.7387404056482,53.56614382661702,50.24023329364979,98.63503238491654,106.00000994504197,156.62205472402957,155.5946162445555,10.114702582282293,0.49941378831863403,0.6148080229759216
downdog,162.6226855912857,160.88414803776388,173.74485456821319,174.37126921877916,179.34426312539375,179.05752049936657,42.97415564875691,41.31300442467005,132.30129672776118,124.05092401466855,150.38834490432765,143.48602125989478,149.3109910441026,0.5080801844596863,0.6681010723114014
downdog,169.1026110566469,174.22949435223575,177.65843635178237,175.19128846081702,177.86012301658613,179.61811893119793,52.703350381416705,54.94258355135023,108.46281837805401,109.27944335218857,145.3473879233941,170.22354235080317,49.208306322064075,0.37568432092666626,0.6981537938117981
downdog,162.39004932326336,169.49467126241814,177.0324824047454,176.11378496475407,176.6425395674577,175.7226010257157,79.48708726168469,77.64490932845054,108.43969424086272,105.62286401917925,177.98850643127952,176.1656277534178,131.0169967749303,0.4813438355922699,0.5113129019737244
downdog,168.80297889861978,167.99384396743625,177.58514562279933,170.62127096288984,179.39949657705748,179.5058776510283,50.559432636921564,162.25065370890078,115.3236367333175,173.3815567876306,147.10449115350147,153.58185953483695,159.57602093553382,0.3464217483997345,0.78855299949646
downdog,175.0137945707395,168.91726145706411,170.959057673246,175.97919087299653,178.69215254136225,179.25506573757886,61.92958133982728,58.90546930485217,113.42488445126537,114.95330636104617,126.92006271015612,159.86462399986218,56.28509818570113,0.454499751329422,0.7730812430381775
downdog,161.9203792018674,168.71906706619265,162.61291560440227,159.37576459156796,174.30999646463113,176.6065788739167,62.07934259945552,74.24368916159675,121.5679344010284,131.8776335041138,164.50820153459634,167.68319506263904,98.15313117024357,0.4256356358528137,0.6136619448661804
downdog,171.90479753804388,165.84941033435294,174.40880179076927,177.10634187052077,177.12653653225948,179.3777946121839,39.27955959368265,36.706635669256585,129.1205294778791,122.1303155722734,151.27018472672395,145.848371718361,147.26659766187706,0.6471893191337585,0.4366573691368103
downdog,167.07617113726945,172.3693442309649,174.35945479456697,169.9586952506314,177.0357774526623,175.69384227699862,53.15205579545297,53.480059085219416,115.04385818707016,112.9227298775096,136.71722898895595,148.79966338177445,15.85605790580457,0.4417017698287964,0.6942049264907837
downdog,163.20160866299088,167.32632030142474,178.5899788481685,173.23911062790458,173.28362447085823,172.76235255915873,101.43243980939246,98.21383011384538,68.22325582349909,66.4119590913112,171.8060749443119,167.15212593933416,71.60257197704607,0.5784462690353394,0.5836764574050903
downdog,162.6226855912857,160.88414803776388,173.74485456821319,174.37126921877916,179.34426312539375,179.05752049936657,42.97415564875691,41.31300442467005,132.30129672776118,124.05092401466855,150.38834490432765,143.48602125989478,149.3109910441026,0.5080801844596863,0.6681010723114014
downdog,163.82430201572166,164.09165269760834,164.0059778904078,162.34527107311806,174.88058909712825,176.1061854098151,59.73396418215657,58.36106100459626,110.04404607778197,101.49477617754131,158.61949198248124,137.19008301403383,164.1528338208267,0.5661687850952148,0.5974404215812683
downdog,167.65774711468012,161.2773776987478,179.9109640980449,177.98554205136853,141.45628338194913,177.6799949507894,57.87018985042224,40.41346028239058,78.25264371195203,132.6911781181827,129.80205598866257,149.72047796558758,21.286877603559425,0.4925914704799652,0.8586657047271729
downdog,164.8540695454943,161.20354767107912,169.6397190446798,166.9452626878799,176.6361270089155,174.4466944930239,48.588260751203585,48.07362611111858,112.35969317094512,108.67233623861435,134.75127630782453,155.34567701396028,5.0239543811980445,0.36524757742881775,0.6319943070411682
downdog,172.4145135219406,171.12381912380715,161.30213442547725,161.95760422030415,178.5778272998081,178.75279740433865,50.090046386396665,49.984536265175805,111.24183347453072,117.29394209823496,136.84431429849496,161.9444963394207,70.87785410090262,0.3640482425689697,0.6674363613128662
downdog,171.31967894839514,174.0841739062235,173.29587341587552,171.17788065244898,177.09479222063695,179.8374898207466,39.9231451946864,39.07936785442141,141.32817461131822,116.67516210687519,142.0325163331907,130.2160421860011,152.9906938269596,0.5337334871292114,0.6858100295066833
downdog,167.6365798885641,173.3381157713246,173.55304286037003,177.84357814742322,178.8791538855616,177.89007202277597,61.19702531690083,60.74936440441074,107.42190854007487,111.65602092969982,139.6182246932399,152.89063346161333,87.13563437336144,0.40908509492874146,0.5899519920349121
downdog,141.368800392079,154.84150286797743,163.07426607921442,177.95020665925117,172.54722776708897,168.71402149905686,45.34804073562453,52.165282557873816,147.23381354886664,128.351402980357,127.46414083131776,153.23002337726555,81.40785776805465,0.4143563508987427,0.7699830532073975
downdog,169.66955285346356,169.96924643779428,170.33460053144114,170.60827510984512,178.31529356286572,176.6260154816409,39.54143619406774,37.33014168088226,140.5658659669853,128.2571248033845,160.85014184872918,136.13156513516313,146.29939911658295,0.607925295829773,0.7084542512893677
downdog,173.01519185618972,166.63529102186848,177.00974780077738,176.27075113845623,174.46613150033667,172.62017815454675,37.73889692782722,34.997380534730254,126.81880668870083,124.70302496332958,143.3543151195624,133.4028243693057,116.63116462527964,0.562406599521637,0.6660952568054199
downdog,164.71609470386062,165.41460588740873,176.62701155577284,178.82777142573798,176.9324076897485,177.98515120605023,70.29029824617379,69.89747272031846,104.12345810997587,109.95618110760785,143.4691153269144,164.03814371266446,7.816318381815512,0.3819017708301544,0.6159801483154297
downdog,160.66405280439312,155.56396545069663,179.31610037810117,179.37191558987652,167.38398408762083,159.71932485898174,62.34945606709786,57.113371565860284,100.46500366334516,118.9255234777126,152.74147810941713,158.0735245454128,18.021176125443525,0.4107675552368164,0.7439217567443848
downdog,178.14854760250893,172.8032131274359,149.4973996102948,150.0546310194311,179.48683825260846,177.91986404637768,79.63800529054838,77.78985880112022,122.80881698529701,119.02268643334205,157.56927552224064,148.5188650469436,132.82709713656317,0.5296552181243896,0.3535347282886505
downdog,165.8546939374794,162.87019480790283,153.57764830095297,155.54083593072377,177.46712446454003,174.2012107457302,70.05390575710403,69.88252120305583,113.60679564347947,134.37416213272715,130.17489782396214,140.09400159688542,49.6338866588918,0.3941863179206848,0.6256430745124817
downdog,99.8218872908165,113.42485434083402,14.82785070811268,120.4331657339097,175.96551476034827,173.53677235108185,75.12909435010287,71.6252915996416,109.271827917475,106.19221705959626,57.47615779797621,171.58087389936406,95.2667144539003,0.5802099108695984,0.7503902316093445
downdog,160.89279828494847,164.11614686430485,172.39839242536826,175.01549441615506,173.68314196803215,179.81550518984278,55.25191787740611,59.994275083126624,113.98131571143296,119.42050225535152,162.32104851167037,166.96809094534797,173.1374822603413,0.5820673704147339,0.5547076463699341
downdog,168.54062214017614,179.10631498971327,176.06249359799872,171.64345006145766,169.6507919842792,169.105946994621,43.22502444612487,39.373049218359014,161.54578864598795,109.44226699444569,172.44900820703384,138.7785318759439,85.3966697234074,0.46398457884788513,0.5126343369483948
downdog,164.76768586317746,169.3054756081485,158.90453248292758,163.0409174320788,135.78966730356456,134.97949174776633,38.30635107615767,37.77132419528033,110.74643337361854,120.2589021673941,124.35168334359,150.94458441797894,77.75833390750364,0.3975687026977539,0.6421052813529968
downdog,179.4795318367246,176.9343699057207,165.91246284058587,166.68602975679477,135.59667487874017,134.75667664236863,44.753812616585215,43.03385086199786,97.77587878970186,94.44485776694323,123.3071748372721,116.11703786248931,114.78193333427268,0.6665021181106567,0.6221804022789001
downdog,172.83492623053488,170.66774313307306,175.7737151828687,176.36106939967937,179.33056737430806,179.8188222361561,43.43034190581695,43.657853052121865,131.58799854239618,134.88052270794142,151.97899775037777,158.2735346623255,24.407779531688536,0.4599021077156067,0.7778307795524597
downdog,170.38542573914265,161.88934314188467,176.86499853940296,171.15950883384224,178.91472759178586,179.24489687686307,80.53373622230644,175.69986119996088,127.12187337747545,167.11992286376363,160.41327381036194,163.59213659663274,86.31538624777849,0.3222481310367584,0.7541929483413696
downdog,166.77052226246144,165.40144778606088,172.6022210752293,173.63419015066984,174.438577273282,179.97276525043813,44.323435487594764,44.26546434199967,126.87735223585341,124.21877721106989,131.63611127421524,137.22957924173934,141.7747761891756,0.5702981948852539,0.7279556393623352
downdog,168.36971653148677,170.08860959968254,173.164221753317,172.50238483862577,176.64353060374097,175.52785161271547,61.03118018117246,59.25479542148701,107.47511702528799,101.07382480067677,164.38624142264013,164.04162326337502,153.42130131659806,0.5807958841323853,0.7159767746925354
downdog,171.23379357263045,177.9383928195577,168.934516885287,7.119037016528948,172.44225302511734,168.97555001005756,50.6989414582077,139.22917577189094,158.87964798621982,119.37427934179249,161.9608668723075,170.10769843790723,38.383864528882796,0.6419943571090698,0.6725400686264038
downdog,135.02592464780057,160.87259288648983,143.45380594992633,152.44289182156737,178.81239530478757,173.88245979992493,70.99033387140932,166.8396314227944,93.7866275150858,170.72278452987382,135.45823817677714,100.67287666521605,108.27554743686308,0.2762211859226227,0.8092727661132812
downdog,176.15860573798258,179.0884648519128,177.27182965837542,166.52437024103654,165.75164150780458,172.1936374924053,41.850481436187046,13.363039869937776,157.42836729303258,151.9196991064838,143.65379124136714,133.5375530873791,73.6947700118515,0.5722397565841675,0.5328106880187988
downdog,171.07347258548137,164.43338357132208,176.73494082144026,176.40653153662518,178.62271129986985,176.02570277089123,44.81932247918066,46.032948848199595,127.11910830332482,124.94678309709735,136.2203048156451,154.07977236109136,140.39693025555655,0.5928453207015991,0.7485695481300354
downdog,172.49575657638457,178.6288355986421,176.28478237411196,179.8365504614023,177.25260055768305,174.06565028505577,53.72918831770274,53.51380269412185,113.22743411817979,116.33121340261891,144.36487465723778,162.27130765318464,16.705949238552023,0.3513563275337219,0.7047314643859863
downdog,166.26527158185962,163.53016851205277,144.8798047074079,147.3997533701962,166.3928137349768,168.6736353951563,81.55801432403479,78.26301531704775,111.88374599503241,101.56892952028336,141.7727913168236,129.850381631372,130.83369442522093,0.6679249405860901,0.6169207096099854
downdog,160.18523034322385,155.40029209929702,156.17791040512714,154.99278164618102,171.1210562174768,173.28908956806782,57.921424274255706,60.28098872356498,113.72562659155682,114.77166075309745,115.96527998436824,140.98397002400276,48.4654599290309,0.37237870693206787,0.6231416463851929
downdog,159.74981562624149,178.7331859881592,174.30050849596776,173.2922818851322,174.27257686176853,174.06308210347026,55.87105698404626,60.41771861769956,135.1386448930127,130.48273292733452,142.06389915957809,116.53392061142416,74.30953111019434,0.6047569513320923,0.6970394849777222
downdog,146.80283730474568,117.9875166187772,161.65754765616475,166.11253233329035,175.09849285291673,176.36891654581194,53.474985550997246,55.38409081100303,121.67716100465006,117.10427122123863,110.43361572038789,139.1248282818832,165.1338053410918,0.6094657778739929,0.7240486145019531
downdog,170.83378257171228,170.1270674840176,171.380506135743,172.9609771960127,138.95622304556875,141.22446706222615,47.87725405613765,48.735056936566245,93.96425262420712,97.47845313072145,138.88997079178753,157.24254249793458,31.535884776844302,0.4150906205177307,0.6784396767616272
